classification,sport,league,event,market,player,period,side_a,line_a,book_a,odds_a,side_b,line_b,book_b,odds_b,combined_implied,reason
"middle_candidate","basketball","nba","oklahoma city thunder @ san antonio spurs","total","","full_game","under","218.5","bovada","-110","over","212.5","rebet","-196","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder @ san antonio spurs","total","","full_game","under","218.5","bovada","-110","over","213","rebet","-185","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder @ san antonio spurs","total","","full_game","under","218.5","bovada","-110","over","213.5","rebet","-175","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder @ san antonio spurs","total","","full_game","under","218.5","bovada","-110","over","214","rebet","-169","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder @ san antonio spurs","total","","full_game","under","218.5","bovada","-110","over","214.5","rebet","-159","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder @ san antonio spurs","total","","full_game","under","218.5","bovada","-110","over","215","rebet","-149","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder @ san antonio spurs","total","","full_game","under","218.5","bovada","-110","over","215.5","rebet","-143","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder @ san antonio spurs","total","","full_game","under","218.5","bovada","-110","over","216","rebet","-137","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder @ san antonio spurs","total","","full_game","under","218.5","bovada","-110","over","216.5","rebet","-125","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder @ san antonio spurs","total","","full_game","under","218.5","bovada","-110","over","217","rebet","-120","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder @ san antonio spurs","total","","full_game","under","218.5","bovada","-110","over","218","rebet","-109","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215","4c","-171","under","217.5","rebet","-109","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215","4c","-171","under","215.5","rebet","108","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215","4c","-171","under","216","rebet","104","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215","4c","-171","under","216.5","rebet","100","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215","4c","-171","under","217","rebet","-103","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215","4c","-171","under","218","rebet","-115","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215","4c","-171","under","218.5","rebet","-120","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215","4c","-171","under","219","rebet","-125","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215","4c","-171","under","219.5","rebet","-133","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215","4c","-171","under","220","rebet","-143","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215","4c","-171","under","220.5","rebet","-149","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215","4c","-171","under","221","rebet","-159","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215","4c","-171","under","221.5","rebet","-167","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215","4c","-171","under","222","rebet","-175","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215","4c","-171","under","222.5","rebet","-182","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215","4c","-171","under","223","rebet","-196","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215","4c","-171","under","223.5","rebet","-204","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215","4c","-171","under","224","rebet","-217","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215","4c","-171","under","224.5","rebet","-227","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215","4c","-171","under","225","rebet","-244","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215","4c","-171","under","225.5","rebet","-250","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215","4c","-171","under","226","rebet","-270","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215","4c","-171","under","226.5","rebet","-286","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215","4c","-171","under","227","rebet","-313","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215","4c","-171","under","227.5","rebet","-313","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215","4c","-171","under","228","rebet","-345","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215","4c","-172","under","217.5","rebet","-109","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215","4c","-172","under","215.5","rebet","108","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215","4c","-172","under","216","rebet","104","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215","4c","-172","under","216.5","rebet","100","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215","4c","-172","under","217","rebet","-103","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215","4c","-172","under","218","rebet","-115","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215","4c","-172","under","218.5","rebet","-120","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215","4c","-172","under","219","rebet","-125","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215","4c","-172","under","219.5","rebet","-133","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215","4c","-172","under","220","rebet","-143","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215","4c","-172","under","220.5","rebet","-149","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215","4c","-172","under","221","rebet","-159","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215","4c","-172","under","221.5","rebet","-167","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215","4c","-172","under","222","rebet","-175","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215","4c","-172","under","222.5","rebet","-182","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215","4c","-172","under","223","rebet","-196","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215","4c","-172","under","223.5","rebet","-204","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215","4c","-172","under","224","rebet","-217","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215","4c","-172","under","224.5","rebet","-227","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215","4c","-172","under","225","rebet","-244","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215","4c","-172","under","225.5","rebet","-250","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215","4c","-172","under","226","rebet","-270","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215","4c","-172","under","226.5","rebet","-286","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215","4c","-172","under","227","rebet","-313","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215","4c","-172","under","227.5","rebet","-313","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215","4c","-172","under","228","rebet","-345","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-130","under","217.5","rebet","-109","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-130","under","216.5","rebet","100","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-130","under","217","rebet","-103","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-130","under","218","rebet","-115","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-130","under","218.5","rebet","-120","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-130","under","219","rebet","-125","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-130","under","219.5","rebet","-133","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-130","under","220","rebet","-143","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-130","under","220.5","rebet","-149","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-130","under","221","rebet","-159","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-130","under","221.5","rebet","-167","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-130","under","222","rebet","-175","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-130","under","222.5","rebet","-182","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-130","under","223","rebet","-196","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-130","under","223.5","rebet","-204","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-130","under","224","rebet","-217","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-130","under","224.5","rebet","-227","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-130","under","225","rebet","-244","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-130","under","225.5","rebet","-250","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-130","under","226","rebet","-270","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-130","under","226.5","rebet","-286","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-130","under","227","rebet","-313","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-130","under","227.5","rebet","-313","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-130","under","228","rebet","-345","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-131","under","217.5","rebet","-109","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-131","under","216.5","rebet","100","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-131","under","217","rebet","-103","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-131","under","218","rebet","-115","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-131","under","218.5","rebet","-120","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-131","under","219","rebet","-125","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-131","under","219.5","rebet","-133","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-131","under","220","rebet","-143","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-131","under","220.5","rebet","-149","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-131","under","221","rebet","-159","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-131","under","221.5","rebet","-167","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-131","under","222","rebet","-175","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-131","under","222.5","rebet","-182","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-131","under","223","rebet","-196","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-131","under","223.5","rebet","-204","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-131","under","224","rebet","-217","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-131","under","224.5","rebet","-227","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-131","under","225","rebet","-244","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-131","under","225.5","rebet","-250","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-131","under","226","rebet","-270","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-131","under","226.5","rebet","-286","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-131","under","227","rebet","-313","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-131","under","227.5","rebet","-313","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-131","under","228","rebet","-345","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-136","under","217.5","rebet","-109","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-136","under","216.5","rebet","100","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-136","under","217","rebet","-103","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-136","under","218","rebet","-115","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-136","under","218.5","rebet","-120","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-136","under","219","rebet","-125","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-136","under","219.5","rebet","-133","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-136","under","220","rebet","-143","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-136","under","220.5","rebet","-149","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-136","under","221","rebet","-159","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-136","under","221.5","rebet","-167","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-136","under","222","rebet","-175","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-136","under","222.5","rebet","-182","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-136","under","223","rebet","-196","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-136","under","223.5","rebet","-204","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-136","under","224","rebet","-217","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-136","under","224.5","rebet","-227","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-136","under","225","rebet","-244","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-136","under","225.5","rebet","-250","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-136","under","226","rebet","-270","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-136","under","226.5","rebet","-286","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-136","under","227","rebet","-313","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-136","under","227.5","rebet","-313","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-136","under","228","rebet","-345","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","217","4c","-117","under","217.5","rebet","-109","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","217","4c","-117","under","218","rebet","-115","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","217","4c","-117","under","218.5","rebet","-120","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","217","4c","-117","under","219","rebet","-125","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","217","4c","-117","under","219.5","rebet","-133","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","217","4c","-117","under","220","rebet","-143","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","217","4c","-117","under","220.5","rebet","-149","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","217","4c","-117","under","221","rebet","-159","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","217","4c","-117","under","221.5","rebet","-167","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","217","4c","-117","under","222","rebet","-175","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","217","4c","-117","under","222.5","rebet","-182","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","217","4c","-117","under","223","rebet","-196","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","217","4c","-117","under","223.5","rebet","-204","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","217","4c","-117","under","224","rebet","-217","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","217","4c","-117","under","224.5","rebet","-227","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","217","4c","-117","under","225","rebet","-244","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","217","4c","-117","under","225.5","rebet","-250","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","217","4c","-117","under","226","rebet","-270","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","217","4c","-117","under","226.5","rebet","-286","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","217","4c","-117","under","227","rebet","-313","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","217","4c","-117","under","227.5","rebet","-313","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","217","4c","-117","under","228","rebet","-345","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","217","4c","-124","under","217.5","rebet","-109","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","217","4c","-124","under","218","rebet","-115","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","217","4c","-124","under","218.5","rebet","-120","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","217","4c","-124","under","219","rebet","-125","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","217","4c","-124","under","219.5","rebet","-133","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","217","4c","-124","under","220","rebet","-143","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","217","4c","-124","under","220.5","rebet","-149","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","217","4c","-124","under","221","rebet","-159","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","217","4c","-124","under","221.5","rebet","-167","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","217","4c","-124","under","222","rebet","-175","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","217","4c","-124","under","222.5","rebet","-182","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","217","4c","-124","under","223","rebet","-196","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","217","4c","-124","under","223.5","rebet","-204","","Opposite sides with a valid middle-line split."
"middle_candidate","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","217","4c","-124","under","224","rebet","-217","","Opposite sides with a valid middle-line split."
