classification,sport,league,event,market,player,period,side_a,line_a,book_a,odds_a,side_b,line_b,book_b,odds_b,combined_implied,reason
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","spread","","full_game","oklahoma city thunder","0.5","4c","109","san antonio spurs (-0.5)","-0.5","rebet","-119","1.021848","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","spread","","full_game","oklahoma city thunder","-0.5","4c","109","oklahoma city thunder (+0.5)","0.5","rebet","-119","1.021848","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","spread","","full_game","oklahoma city thunder","0.5","4c","106","san antonio spurs (-0.5)","-0.5","rebet","-116","1.022474","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder @ san antonio spurs","moneyline","","full_game","oklahoma city thunder","","bovada","110","san antonio spurs","","4c","-121","1.023702","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","under","218","4c","-101","over","218","rebet","-109","1.024019","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","moneyline","","full_game","oklahoma city thunder","","4c","113","san antonio spurs","","rebet","-125","1.025039","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder @ san antonio spurs","moneyline","","full_game","oklahoma city thunder","","bovada","110","san antonio spurs","","4c","-122","1.025740","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","spread","","full_game","oklahoma city thunder","1","4c","106","san antonio spurs (-1.0)","-1","rebet","-118","1.026721","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","under","216.5","4c","112","over","216.5","rebet","-125","1.027254","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","spread","","full_game","oklahoma city thunder","1.5","4c","103","san antonio spurs (-1.5)","-1.5","rebet","-115","1.027495","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","under","217","4c","107","over","217","rebet","-120","1.028546","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder @ san antonio spurs","total","","full_game","over","218.5","bovada","-110","under","218.5","4c","-102","1.028760","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","spread","","full_game","oklahoma city thunder","2.5","4c","-110","san antonio spurs (-2.5)","-2.5","rebet","-102","1.028760","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","spread","","full_game","oklahoma city thunder","0.5","4c","106","san antonio spurs (-0.5)","-0.5","rebet","-119","1.028816","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","spread","","full_game","oklahoma city thunder","2","4c","-103","san antonio spurs (-2.0)","-2","rebet","-109","1.028920","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","moneyline","","full_game","oklahoma city thunder","","4c","111","san antonio spurs","","rebet","-125","1.029489","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","under","216.5","4c","111","over","216.5","rebet","-125","1.029489","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder @ san antonio spurs","moneyline","","full_game","oklahoma city thunder","","bovada","110","san antonio spurs","","4c","-124","1.029762","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","spread","","full_game","oklahoma city thunder","1.5","4c","102","san antonio spurs (-1.5)","-1.5","rebet","-115","1.029933","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","spread","","full_game","oklahoma city thunder","1","4c","106","san antonio spurs (-1.0)","-1","rebet","-120","1.030891","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","under","217","4c","106","over","217","rebet","-120","1.030891","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","spread","","full_game","oklahoma city thunder","2.5","4c","-111","san antonio spurs (-2.5)","-2.5","rebet","-102","1.031017","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder @ san antonio spurs","total","","full_game","over","218.5","bovada","-110","under","218.5","4c","-103","1.031199","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder @ san antonio spurs","total","","full_game","under","218.5","bovada","-110","over","218.5","rebet","-103","1.031199","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","under","218.5","4c","-110","over","218.5","rebet","-103","1.031199","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder @ san antonio spurs","moneyline","","full_game","oklahoma city thunder","","bovada","110","san antonio spurs","","4c","-125","1.031746","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder @ san antonio spurs","moneyline","","full_game","oklahoma city thunder","","bovada","110","san antonio spurs","","rebet","-125","1.031746","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","spread","","full_game","oklahoma city thunder","2.5","4c","-112","san antonio spurs (-2.5)","-2.5","rebet","-102","1.033252","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder @ san antonio spurs","moneyline","","full_game","oklahoma city thunder","","bovada","110","san antonio spurs","","4c","-126","1.033713","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","moneyline","","full_game","oklahoma city thunder","","4c","109","san antonio spurs","","rebet","-125","1.034024","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder @ san antonio spurs","moneyline","","full_game","san antonio spurs","","bovada","-130","oklahoma city thunder","","4c","113","1.034701","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","under","217.5","4c","100","over","217.5","rebet","-115","1.034884","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","under","218.5","4c","-112","over","218.5","rebet","-103","1.035691","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","spread","","full_game","oklahoma city thunder","2","4c","-106","san antonio spurs (-2.0)","-2","rebet","-109","1.036094","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","moneyline","","full_game","oklahoma city thunder","","4c","108","san antonio spurs","","rebet","-125","1.036325","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","under","216.5","4c","108","over","216.5","rebet","-125","1.036325","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","under","216","4c","118","over","216","rebet","-137","1.036775","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","under","215.5","4c","123","over","215.5","rebet","-143","1.036908","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","under","217.5","4c","-101","over","217.5","rebet","-115","1.037371","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder @ san antonio spurs","moneyline","","full_game","oklahoma city thunder","","bovada","110","san antonio spurs","","4c","-128","1.037594","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","spread","","full_game","oklahoma city thunder","-0.5","4c","109","san antonio spurs (+0.5)","0.5","rebet","-127","1.037940","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","under","217","4c","103","over","217","rebet","-120","1.038065","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","spread","","full_game","oklahoma city thunder","3","4c","-119","san antonio spurs (-3.0)","-3","rebet","102","1.038429","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","under","218","4c","-107","over","218","rebet","-109","1.038439","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","under","215.5","4c","122","over","215.5","rebet","-143","1.038928","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder @ san antonio spurs","moneyline","","full_game","san antonio spurs","","bovada","-130","oklahoma city thunder","","4c","111","1.039151","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","under","217.5","4c","-102","over","217.5","rebet","-115","1.039834","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","spread","","full_game","oklahoma city thunder","-0.5","4c","109","oklahoma city thunder (+0.5)","0.5","rebet","-128","1.039872","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","spread","","full_game","oklahoma city thunder","3","4c","-120","san antonio spurs (-3.0)","-3","rebet","102","1.040504","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder @ san antonio spurs","total","","full_game","under","218.5","bovada","-110","over","218.5","4c","-107","1.040718","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","spread","","full_game","oklahoma city thunder","2","4c","-108","san antonio spurs (-2.0)","-2","rebet","-109","1.040762","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","moneyline","","full_game","oklahoma city thunder","","4c","106","san antonio spurs","","rebet","-125","1.040992","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","moneyline","","full_game","san antonio spurs","","4c","-121","oklahoma city thunder","","rebet","102","1.042561","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder @ san antonio spurs","total","","full_game","under","218.5","bovada","-110","over","218.5","4c","-108","1.043040","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","spread","","full_game","oklahoma city thunder","2","4c","-109","san antonio spurs (-2.0)","-2","rebet","-109","1.043062","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","under","218","4c","-109","over","218","rebet","-109","1.043062","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder @ san antonio spurs","moneyline","","full_game","san antonio spurs","","bovada","-130","oklahoma city thunder","","4c","109","1.043686","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","moneyline","","full_game","san antonio spurs","","4c","-122","oklahoma city thunder","","rebet","102","1.044599","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder @ san antonio spurs","total","","full_game","under","218.5","bovada","-110","over","218.5","4c","-109","1.045341","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","217.5","4c","-110","under","217.5","rebet","-109","1.045341","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","under","216","4c","114","over","216","rebet","-137","1.045349","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder @ san antonio spurs","moneyline","","full_game","san antonio spurs","","bovada","-130","oklahoma city thunder","","4c","108","1.045987","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","spread","","full_game","san antonio spurs","-1","4c","-117","oklahoma city thunder (+1.0)","1","rebet","-103","1.046560","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","217","4c","-117","under","217","rebet","-103","1.046560","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","spread","","full_game","san antonio spurs","-2.5","4c","101","oklahoma city thunder (+2.5)","2.5","rebet","-122","1.047062","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","spread","","full_game","oklahoma city thunder","1.5","4c","-105","san antonio spurs (-1.5)","-1.5","rebet","-115","1.047079","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","spread","","full_game","san antonio spurs","-3.5","4c","118","oklahoma city thunder (+3.5)","3.5","rebet","-143","1.047193","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","under","215.5","4c","118","over","215.5","rebet","-143","1.047193","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","spread","","full_game","oklahoma city thunder","2","4c","-111","san antonio spurs (-2.0)","-2","rebet","-109","1.047597","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","217.5","4c","-111","under","217.5","rebet","-109","1.047597","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder @ san antonio spurs","total","","full_game","over","218.5","bovada","-110","under","218.5","4c","-110","1.047619","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder @ san antonio spurs","total","","full_game","under","218.5","bovada","-110","over","218.5","4c","-110","1.047619","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","spread","","full_game","oklahoma city thunder","3.5","4c","-131","san antonio spurs (-3.5)","-3.5","rebet","108","1.047869","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","spread","","full_game","oklahoma city thunder","2.5","4c","-119","san antonio spurs (-2.5)","-2.5","rebet","-102","1.048329","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","moneyline","","full_game","san antonio spurs","","4c","-124","oklahoma city thunder","","rebet","102","1.048621","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","spread","","full_game","san antonio spurs","-1","4c","-118","oklahoma city thunder (+1.0)","1","rebet","-103","1.048674","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","spread","","full_game","san antonio spurs","-3","4c","109","oklahoma city thunder (+3.0)","3","rebet","-133","1.049284","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","spread","","full_game","san antonio spurs","-3.5","4c","117","oklahoma city thunder (+3.5)","3.5","rebet","-143","1.049307","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","spread","","full_game","san antonio spurs","-2.5","4c","100","oklahoma city thunder (+2.5)","2.5","rebet","-122","1.049550","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","spread","","full_game","oklahoma city thunder","3.5","4c","-132","san antonio spurs (-3.5)","-3.5","rebet","108","1.049735","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","moneyline","","full_game","san antonio spurs","","4c","-125","oklahoma city thunder","","rebet","102","1.050605","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder @ san antonio spurs","moneyline","","full_game","san antonio spurs","","bovada","-130","oklahoma city thunder","","4c","106","1.050654","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","spread","","full_game","san antonio spurs","-1","4c","-119","oklahoma city thunder (+1.0)","1","rebet","-103","1.050768","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","spread","","full_game","oklahoma city thunder","3.5","4c","-133","san antonio spurs (-3.5)","-3.5","rebet","108","1.051585","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","spread","","full_game","san antonio spurs","-2","4c","-107","oklahoma city thunder (+2.0)","2","rebet","-115","1.051792","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","spread","","full_game","san antonio spurs","-2.5","4c","-101","oklahoma city thunder (+2.5)","2.5","rebet","-122","1.052037","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","spread","","full_game","san antonio spurs","-1.5","4c","-113","oklahoma city thunder (+1.5)","1.5","rebet","-109","1.052048","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder @ san antonio spurs","total","","full_game","over","218.5","bovada","-110","under","218.5","4c","-112","1.052111","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","moneyline","","full_game","san antonio spurs","","4c","-126","oklahoma city thunder","","rebet","102","1.052572","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","spread","","full_game","san antonio spurs","-3","4c","107","oklahoma city thunder (+3.0)","3","rebet","-133","1.053907","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","spread","","full_game","san antonio spurs","-2","4c","-108","oklahoma city thunder (+2.0)","2","rebet","-115","1.054114","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","218","4c","-108","under","218","rebet","-115","1.054114","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","spread","","full_game","san antonio spurs","-1.5","4c","-114","oklahoma city thunder (+1.5)","1.5","rebet","-109","1.054241","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","spread","","full_game","san antonio spurs","-2.5","4c","-102","oklahoma city thunder (+2.5)","2.5","rebet","-122","1.054500","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-130","under","216","rebet","104","1.055413","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216.5","4c","-125","under","216.5","rebet","100","1.055556","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","spread","","full_game","san antonio spurs","-1.5","4c","-115","oklahoma city thunder (+1.5)","1.5","rebet","-109","1.056415","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","218","4c","-109","under","218","rebet","-115","1.056415","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","moneyline","","full_game","san antonio spurs","","4c","-128","oklahoma city thunder","","rebet","102","1.056453","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","spread","","full_game","san antonio spurs","-2.5","4c","-103","oklahoma city thunder (+2.5)","2.5","rebet","-122","1.056939","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215.5","4c","-136","under","215.5","rebet","108","1.057040","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-131","under","216","rebet","104","1.057296","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216.5","4c","-126","under","216.5","rebet","100","1.057522","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","spread","","full_game","san antonio spurs","-1.5","4c","-116","oklahoma city thunder (+1.5)","1.5","rebet","-109","1.058568","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","spread","","full_game","san antonio spurs","-2","4c","-110","oklahoma city thunder (+2.0)","2","rebet","-115","1.058693","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215.5","4c","-137","under","215.5","rebet","108","1.058828","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","spread","","full_game","san antonio spurs","-3.5","4c","112","oklahoma city thunder (+3.5)","3.5","rebet","-143","1.060175","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder @ san antonio spurs","moneyline","","full_game","san antonio spurs","","bovada","-130","oklahoma city thunder","","rebet","102","1.060267","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","217.5","4c","-117","under","217.5","rebet","-109","1.060702","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","spread","","full_game","san antonio spurs","-2","4c","-111","oklahoma city thunder (+2.0)","2","rebet","-115","1.060950","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","218","4c","-111","under","218","rebet","-115","1.060950","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","217","4c","-124","under","217","rebet","-103","1.060961","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","218.5","4c","-107","under","218.5","rebet","-120","1.062363","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","218","4c","-112","under","218","rebet","-115","1.063186","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","218.5","4c","-108","under","218.5","rebet","-120","1.064685","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216.5","4c","-130","under","216.5","rebet","100","1.065217","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","216","4c","-136","under","216","rebet","104","1.066467","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","spread","","full_game","san antonio spurs","0.5","4c","-121","san antonio spurs (-0.5)","-0.5","rebet","-108","1.066742","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","218.5","4c","-109","under","218.5","rebet","-120","1.066986","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","total","","full_game","over","215.5","4c","-142","under","215.5","rebet","108","1.067546","Opposite sides on the same line."
"not_arb","basketball","nba","oklahoma city thunder vs san antonio spurs","spread","","full_game","san antonio spurs","0.5","4c","-122","san antonio spurs (-0.5)","-0.5","rebet","-108","1.068780","Opposite sides on the same line."
